Aamir_Khan Kiran_Rao
Pierce_Brosnan Keely_Shaye_Smith
Pierre_Trudeau Margaret_Trudeau
Pol_Pot Khieu_Ponnary
Poonam_Sinha Shatrughan_Sinha
Porfirio_Rubirosa Danielle_Darrieux
Prakash_Amte Mandakini_Amte
Prakash_Karat Brinda_Karat
Prakash_Raj Lalitha_Kumari
Prakash_Raj Pony_Verma
Pratibha_Singh Virbhadra_Singh
Princess_Jasmine Aladdin
Priyanka_Gandhi Robert_Vadra
Puyi Wenxiu
Radhia_Nasraoui Hamma_Hammami
Raghu_Ram Sugandha_Garg
Raghuvaran Rohini
Raj_Babbar Nadira_Babbar
Raj_Babbar Smita_Patil
Raj_Kundra Shilpa_Shetty
Raja_Chaudhary Shweta_Tiwari
Rajesh_Khanna Dimple_Kapadia
Rajesh_Khattar Neelima_Azeem
Rajeshwari_Sachdev Varun_Badola
Rajinikanth Latha_Rajinikanth
Rajiv_Gandhi Sonia_Gandhi
Rajiv_Rai Sonam
Rakshita Prem
Ralph_Recto Vilma_Santos
Ram_Kapoor Gautami_Kapoor
Ramarajan Nalini
Ramesh_Sippy Kiran_Juneja
Rande_Gerber Cindy_Crawford
Randy_Quaid Evi_Quaid
Ranvir_Shorey Konkona_Sen_Sharma
Raul_Roco Sonia_Roco
Ray_Kroc Joan_Kroc
Rayson_Tan Chen_Liping
Raza_Jaffrey Lara_Pulver
Raúl_Castro Vilma_Espín
Rebecca_Budig Bob_Guiney
Rebecca_Kleefisch Joel_Kleefisch
Recep_Tayyip_Erdoğan Emine_Erdoğan
Reese_Witherspoon Ryan_Phillippe
Regina_Peruggi Rudy_Giuliani
Regis_Philbin Joy_Philbin
Rehman_Sobhan Salma_Sobhan
Rena_Sofer Sanford_Bookstaver
Rena_Sofer Wally_Kurth
Renny_Harlin Geena_Davis
Renu_Desai Pawan_Kalyan
Renuka_Shahane Ashutosh_Rana
Rhea_Chiles Lawton_Chiles
Rhea_Durham Mark_Wahlberg
Richard_Dawkins Lalla_Ward
Richard_Donner Lauren_Shuler_Donner
Richard_Gere Cindy_Crawford
Richard_Holbrooke Kati_Marton
Richard_Leakey Meave_Leakey
Richard_Roxburgh Silvia_Colloca
Richie_Aprile Janice_Soprano
Rip_Torn Ann_Wedgeworth
Rip_Torn Geraldine_Page
Roald_Dahl Patricia_Neal
Rob_McElhenney Kaitlin_Olson
Robbie_Waterhouse Gai_Waterhouse
Robert_Herjavec Kym_Johnson
Robert_Urich Heather_Menzies
Roberto_Benigni Nicoletta_Braschi
Robin_Strasser Laurence_Luckinbill
Roland_Petit Zizi_Jeanmaire
Roman_Polanski Sharon_Tate
Ronald_Reagan Jane_Wyman
Rosario_Murillo Daniel_Ortega
Rosmah_Mansor Najib_Razak
Rove_McManus Tasma_Walton
Ruby_Dee Ossie_Davis
Rupiah_Banda Thandiwe_Banda
Ruth_Madoc Philip_Madoc
Sacha_Baron_Cohen Isla_Fisher
Sacha_Jenkins Raquel_Cepeda
Sadie_Coles Juergen_Teller
Sagarika_Ghose Rajdeep_Sardesai
Sai_Deodhar Shakti_Anand
Saif_Ali_Khan Amrita_Singh
Saif_Ali_Khan Kareena_Kapoor
Saira_Banu Dilip_Kumar
Sajid_Nadiadwala Divya_Bharti
Sajjan_Jindal Sangita_Jindal
Salim_Khan Helen
Sally_Menke Dean_Parisot
Salman_Rushdie Padma_Lakshmi
Salman_Rushdie Marianne_Wiggins
Samir_Soni Neelam_Kothari
Samuel_Bagenstos Margo_Schlanger
Sanaya_Irani Mohit_Sehgal
Sandrine_Kiberlain Vincent_Lindon
Sanjay_Dutt Rhea_Pillai
Sanjay_Dutt Richa_Sharma
Sanjay_Dutt Manyata_Dutt
Sanjay_Gandhi Maneka_Gandhi
Sara_Blakely Jesse_Itzler
Sara_Zaker Aly_Zaker
Satyavati Shantanu
Scarlett_O'Hara Rhett_Butler
Scott_Weinger Rina_Mimoun
Scott_Westerfeld Justine_Larbalestier
Sean_Connery Diane_Cilento
Sean_Penn Madonna
Selvaraghavan Sonia_Agarwal
Sergey_Brin Anne_Wojcicki
Sergio_Castellitto Margaret_Mazzantini
Serkalem_Fasil Eskinder_Nega
Shabbir_Ahluwalia Kanchi_Kaul
Shah_Rukh_Khan Gauri_Khan
Shalani_Soledad Roman_Romulo
Shannen_Doherty Rick_Salomon
Shao_Hua Mao_Anqing
Sharlto_Copley Tanit_Phoenix
Shaukat_Kaifi Kaifi_Azmi
Sheetal_Menon Bejoy_Nambiar
Shehbaz_Sharif Tehmina_Durrani
Sheherazade_Goldsmith Zac_Goldsmith
Shekhar_Kapur Suchitra_Krishnamoorthi
Sherrod_Brown Connie_Schultz
Shira_Geffen Etgar_Keret
Shiranthi_Rajapaksa Mahinda_Rajapaksa
Shirley_Ballas Corky_Ballas
Shoba Balu_Mahendra
Shona_Robison Stewart_Hosie
Shweta_Tiwari Abhinav_Kohli
Silda_Wall_Spitzer Eliot_Spitzer
Silvio_Berlusconi Veronica_Lario
Simba Nala
Simone_Gbagbo Laurent_Gbagbo
Simone_Signoret Yves_Montand
Sinéad_Cusack Jeremy_Irons
Sirikit Bhumibol_Adulyadej
Siân_Phillips Peter_O'Toole
Slavica_Ecclestone Bernie_Ecclestone
Solomon_Mujuru Joice_Mujuru
Sonali_Bendre Goldie_Behl
Soni_Razdan Mahesh_Bhatt
Sonny_Bono Cher
Sophia_Loren Carlo_Ponti
Spike_Jonze Sofia_Coppola
Sridevi Boney_Kapoor
Stanley_Donen Yvette_Mimieux
Stella_Kowalski Stanley_Kowalski
Stephanie_Herseth_Sandlin Max_Sandlin
Stephen_Harper Laureen_Harper
Steve_Irwin Terri_Irwin
Steve_McQueen Ali_MacGraw
Steve_McQueen Neile_Adams
Steven_Bochco Barbara_Bosson
Steven_Soderbergh Jules_Asner
Stéphane_Dion Janine_Krieber
Suchitra Karthik_Kumar
Sudeshna Virata
Sue_Vertue Steven_Moffat
Sunanda_Pushkar Shashi_Tharoor
Sunil_Dutt Nargis
Sunny_Mabrey Ethan_Embry
Susan_Molinari Bill_Paxon
Susanne_Lothar Ulrich_Mühe
Sushmita_Mukherjee Raja_Bundela
Svetlana_Medvedeva Dmitry_Medvedev
Swatilekha_Sengupta Rudraprasad_Sengupta
Talisa_Soto Benjamin_Bratt
Talisa_Soto Costas_Mandylor
Tana_Ramsay Gordon_Ramsay
Tanaaz_Irani Bakhtiyaar_Irani
Tatyana_Golikova Viktor_Khristenko
Taufiq_Kiemas Megawati_Sukarnoputri
Taylor_Hackford Helen_Mirren
Terry_Kinney Kathryn_Erbe
Thalía Tommy_Mottola
Thein_Sein Khin_Khin_Win
Tia_Mowry Cory_Hardrict
Tim_Kaine Anne_Holton
Tim_Russert Maureen_Orth
Timothy_Hutton Debra_Winger
Tina_Knowles Mathew_Knowles
Tom_Cruise Nicole_Kidman
Tom_Cruise Mimi_Rogers
Tom_Cruise Katie_Holmes
Tom_Vilsack Christie_Vilsack
Tracey_Ullman Allan_McKeown
Travis_Schuldt Natalie_Zea
Trevor_Nunn Imogen_Stubbs
Turai_Yar'Adua Umaru_Musa_Yar'Adua
Téa_Leoni David_Duchovny
Uma_Thurman Gary_Oldman
Ursula_von_Rydingsvard Paul_Greengard
Uta_Hagen Herbert_Berghof
Val_Kilmer Joanne_Whalley
Valentina_Cortese Richard_Basehart
Valmik_Thapar Sanjana_Kapoor
Vanessa_Marcil Corey_Feldman
Vanessa_Marcil Carmine_Giovinazzo
Veronique_Peck Gregory_Peck
Vic_Sotto Pauleen_Luna
Vic_Sotto Dina_Bonnevie
Vicky_Pryce Chris_Huhne
Victoria_Beckham David_Beckham
Viktor_Yushchenko Kateryna_Yushchenko
Vince_Demuzio Deanna_Demuzio
Vince_McMahon Linda_McMahon
Vincent_Astor Brooke_Astor
Vincent_Schiavelli Allyce_Beasley
Vindu_Dara_Singh Farah
Vipul_Amrutlal_Shah Shefali_Shah
Virginia_Woolf Leonard_Woolf
Vittorio_Gassman Shelley_Winters
Viveca_Lindfors George_Tabori
Vladimir_Putin Lyudmila_Putina
Vonetta_McGee Carl_Lumbly
Wallis_Simpson Edward_VIII
Walter_Annenberg Leonore_Annenberg
Walter_Mondale Joan_Mondale
Walter_Paepcke Elizabeth_Paepcke
Wan_Azizah_Wan_Ismail Anwar_Ibrahim
Warren_Beatty Annette_Bening
Wayne_Allwine Russi_Taylor
Wendie_Malick Mitch_Glazer
Wendy_Mesley Peter_Mansbridge
Will_Arnett Amy_Poehler
Will_Ferrell Viveca_Paulin
Will_Schuester Terri_Schuester
William_Brownfield Kristie_Kenney
William_Friedkin Sherry_Lansing
William_Shakespeare Anne_Hathaway
Wilma_Flintstone Fred_Flintstone
Wim_Wenders Ronee_Blakley
Woody_Allen Louise_Lasser
Yasser_Arafat Suha_Arafat
Yorgos_Lanthimos Ariane_Labed
Yury_Luzhkov Yelena_Baturina
Zach_Gilford Kiele_Sanchez
Zalmay_Khalilzad Cheryl_Benard
Zara_Phillips Mike_Tindall
Zarina_Wahab Aditya_Pancholi
Ziaur_Rahman Khaleda_Zia
Zorka_Parvanova Georgi_Parvanov
Zosia_Mamet Evan_Jonigkeit
